Header,Group_name,User_name,How_many_remote_servers_websites_on_the_Internet_can_the_smart_coffee_maker_communicate_with,undefined_IP4_800_80,undefined_IPv6_800_80,undefined_IPv4_777_888,undefined_IPv6_777_888,undefined_IPv4_Any_source_port_Any_destination_port,undefined_IPv6_Any_source_port_Any_destination_port,Which_local_device_can_the_coffee_maker_communicate_with,When_the_smart_coffee_maker_communicates_with_the_motion_sensor_locally_which_source_port_numbers_should_it_use,When_the_smart_coffee_maker_communicates_with_the_motion_sensor_locally_which_destination_port_numbers_should_it_use,When_the_motion_sensor_communicates_with_the_coffee_maker_locally_over_UDP_which_internet_layer_protocol_source_port_number_and_destination_port_number_would_it_use,Can_the_smart_fridge_communicate_with_any_other_local_devices_beside_itself,How_many_local_devices_and_remote_servers_can_the_Vase_device_communicate_with,undefined_www_vaseupdater_com,undefined_www_vasefileserver_com,undefined_www_vasedb_com,undefined_www_vasefirmware_com,undefined_www_vaselinks_com,undefined_www_vasedatabase_com,undefined_TCP_IPv4_Any_Source_Port_443,undefined_TCP_IPv6_Any_Source_Port_443,undefined_UDP_IPv4_Any_Source_Port_Any_Destination_Port,undefined_UDP_IPv6_Any_Source_Port_Any_Destination_Port,ResponseTime,participant,valid_participant,What_is_your_age,Which_gender_do_you_most_identify_with,What_is_the_highest_degree_or_level_of_school_you_have_completed_If_you_are_currently_enrolled_in_school_please_indicate_the_highest_degree_you_have_received_,What_is_your_current_employment_status,What_is_your_annual_income,ResponseTime,participant,valid_participant,undefined_Pretending_to_be_someone_or_a_company_to_steal_users_information,undefined_Making_a_fake_website_that_looks_legitimate_to_steal_user_information,undefined_Sending_spam_emails_Defrauding_someone_online,undefined_Other_methods_for_stealing_information,undefined_Hacking_someones_computer,undefined_Tracking_your_internet_habits_to_send_advertisements_,undefined_I_Do_not_Know,undefined_The_certificate_provides_encryption,undefined_The_certificate_protects_information,undefined_The_certificate_shows_the_website_is_registered_and_valid,undefined_The_certificate_actively_is_secure_and_safe_against_malicious_stuff_including_hackers,undefined_The_website_is_trustworthy_and_has_proper_privacy_protection_and_is_accountable_for_information_use,SQL_injection_is_a_technique_to,The_difference_between_a_passive_and_reactive_Intrusion_Detection_System_is,Without_any_other_changes_in_the_default_settings_of_a_web_server_what_can_be_the_motivation_to_close_port_80,How_many_computer_programming_languages_do_you_know_Not_including_HTML,How_many_years_of_working_experience_do_you_have_in_network_operation_and_security_area,On_average_how_many_times_do_you_have_to_deal_with_computer_security_related_problems,undefined_Firewall,undefined_Antivirus,undefined_Intrusion_Detection_System_IDS,undefined_Secure_Shell_SSH,undefined_Pretty_Good_Privacy_PGP,undefined_Access_control_AC,undefined_Designed_a_website,undefined_Registered_a_domain_name,undefined_Used_SSH,undefined_Configured_a_firewall,undefined_Created_a_database,undefined_Installed_a_computer_program,undefined_Written_a_computer_program,undefined_https,undefined_lock_icon_on_the_page,undefined_certificate,undefined_website_privacy_statements,undefined_type_of_website,undefined_professionallooking_website,undefined_Other,What_is_the_main_definition_of_IoT,What_is_Access_Control_List,ResponseTime,participant,valid_participant,I_think_that_I_would_like_to_perform_this_analysis_frequently,I_found_the_analysis_unnecessarily_complex,I_thought_the_analysis_was_easy,I_think_that_I_would_need_the_support_of_a_technical_person_to_be_able_to_perform_the_analysis,I_found_the_various_components_in_this_analysis_were_well_integrated,I_thought_there_was_too_much_inconsistency_in_this_analysis,I_would_imagine_that_most_people_would_learn_to_use_this_analysis_very_quickly,I_found_this_analysis_very_cumbersome_to_perform,I_felt_very_confident_performing_the_analysis,I_needed_to_learn_a_lot_of_things_before_I_could_get_going_with_the_analysis,ResponseTime,workerId,assignmentId,valid_participant
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/batch2/plain,tsadey,2,unchecked,unchecked,unchecked,checked,unchecked,unchecked,Smartfridge,777_123,800_80,IPv4_123_50000,Yes,3_local_devices__0_remote_servers,unchecked,unchecked,checked,unchecked,checked,unchecked,unchecked,checked,checked,unchecked,172859,5c1cfd9b36f3b59ffe5f0c7025b57e122463e2cd3a7e4241ff3692f73e6e42358ecce07f36b51351bfa60bcb433fd318143ba33227674f09c63f4b17d57d2712,,1830_years,Woman,Bachelors_degree_e.g._BA_BS,Student,Less_than_20000,130599,5c1cfd9b36f3b59ffe5f0c7025b57e122463e2cd3a7e4241ff3692f73e6e42358ecce07f36b51351bfa60bcb433fd318143ba33227674f09c63f4b17d57d2712,,checked,checked,checked,checked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,unchecked,Inject_a_malicious_virus_to_the_database_SQL_engine,I_Do_not_Know,I_Do_not_Know,15,15_years,Once_every_month,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,115807,5c1cfd9b36f3b59ffe5f0c7025b57e122463e2cd3a7e4241ff3692f73e6e42358ecce07f36b51351bfa60bcb433fd318143ba33227674f09c63f4b17d57d2712,,1,5,5,5,10,3,9,3,8,8,79370,5c1cfd9b36f3b59ffe5f0c7025b57e122463e2cd3a7e4241ff3692f73e6e42358ecce07f36b51351bfa60bcb433fd318143ba33227674f09c63f4b17d57d2712,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/batch2/plain,vjanapat,4,checked,unchecked,checked,unchecked,checked,unchecked,Motion,777_123,888_225,IPv4_123_50000,No,1_local_device__2_remote_servers,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,2252744,abf409ecac538a3aeb1bd47972ee9985133d0aea12c2a0e1f46f4fc0fb648e30737b20325ce711bd0d1805b83576e765e779a700c5575a2e733a4d6a338b9530,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Employed_part_time_less_than_40_hours_per_week,Less_than_20000,88686,abf409ecac538a3aeb1bd47972ee9985133d0aea12c2a0e1f46f4fc0fb648e30737b20325ce711bd0d1805b83576e765e779a700c5575a2e733a4d6a338b9530,,checked,checked,checked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Inject_a_malicious_virus_to_the_database_SQL_engine,I_Do_not_Know,I_Do_not_Know,15,None,Once_every_day,unchecked,checked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,337136,abf409ecac538a3aeb1bd47972ee9985133d0aea12c2a0e1f46f4fc0fb648e30737b20325ce711bd0d1805b83576e765e779a700c5575a2e733a4d6a338b9530,,6,7,5,8,7,4,5,4,5,10,77875,abf409ecac538a3aeb1bd47972ee9985133d0aea12c2a0e1f46f4fc0fb648e30737b20325ce711bd0d1805b83576e765e779a700c5575a2e733a4d6a338b9530,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/batch2/plain,yaskarr,3,unchecked,checked,unchecked,unchecked,unchecked,unchecked,Any_local_device,888_225,800_80,IPv4_123_50000,Yes,3_local_devices__0_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,unchecked,unchecked,729937,a49ba51446e45d3bb47eb72bd5298852eb02456c0fa41267d8e2b0e70e369d6a9d62d9651f3013a24c863c95140ef52358cd7874cb7a0b70d620198412a7849b,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Student,Less_than_20000,82385,a49ba51446e45d3bb47eb72bd5298852eb02456c0fa41267d8e2b0e70e369d6a9d62d9651f3013a24c863c95140ef52358cd7874cb7a0b70d620198412a7849b,,checked,checked,checked,unchecked,checked,checked,unchecked,checked,checked,checked,unchecked,unchecked,Inject_a_malicious_virus_to_the_database_SQL_engine,Passive_IDS_provides_only_alerts_and_reactive_IDS_can_retaliate_by_sending_malicious_code_to_the_attacker,I_Do_not_Know,15,A_few_months_less_than_a_year,Once_every_year_or_less,checked,checked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,checked,checked,unchecked,unchecked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_binary_switches_that_are_used_for_accessing_objects,482839,a49ba51446e45d3bb47eb72bd5298852eb02456c0fa41267d8e2b0e70e369d6a9d62d9651f3013a24c863c95140ef52358cd7874cb7a0b70d620198412a7849b,,1,6,7,4,5,2,4,3,4,3,110842,a49ba51446e45d3bb47eb72bd5298852eb02456c0fa41267d8e2b0e70e369d6a9d62d9651f3013a24c863c95140ef52358cd7874cb7a0b70d620198412a7849b,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
answers,,,2,checked,checked,unchecked,unchecked,unchecked,unchecked,Motion,777_123,888_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,228164,19e3ef0996309992842185d1dbb0156da02d6567ec8ed77bdb77769ee4f5bf8c858668f6c150464d90ba8f86bbad3c65c2b0c6a91ea17755c2cc421cd016f620,,,,,,,,,,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,unchecked,Inject_a_malicious_statement_to_the_database_through_a_website,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,Block_Hypertext_Transfer_Protocol_daemon,510,15_years,Once_every_day,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,unchecked,unchecked,checked,checked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,263169,19e3ef0996309992842185d1dbb0156da02d6567ec8ed77bdb77769ee4f5bf8c858668f6c150464d90ba8f86bbad3c65c2b0c6a91ea17755c2cc421cd016f620,,,,,,,,,,,,,,,
